dataType,dataName,devicetypes,elementTypes,section,page,order,attachTo,type,title,question,notes,units,required,hidden,protected,dontsend,requiresConfirmation,ignoreDefault,minutes,photo,commentTitle,ifExpr,defaultExpr,passfailExpr,failtext,options,columns,legacyId
survey,ctrlWeatherComp,node,"ec,ss",Controls & Monitoring,,1920,,passfail,Weather Compensation,Is weather compensation active on the network flow temperature?,,,false,false,false,false,true,false,1,,,,,,,{},{},
survey,ctrlARMS,node,"ec,ss",Controls & Monitoring,,1930,,passfail,Remote Monitoring (ARMS),Is an automatic remote monitoring system in place and reporting?,HNTAS M4.2.2 ARMS requirement.,,true,false,false,false,true,false,1,,,,,,,{},{},
survey,ctrlAlarms,node,"ec,ss",Controls & Monitoring,,1940,,passfail,Alarms,Are alarms configured and free of standing/nuisance alarms?,HNTAS key failure: nuisance alerts and standing faults.,,false,false,false,false,true,false,1,Alarm list,,,,,,{},{},
survey,ctrlTimeClock,node,"ec,ss",Controls & Monitoring,,1950,,passfail,Time Schedules,Are time schedules appropriate (no 24/7 operation where scheduling is intended)?,,,false,false,false,false,true,false,1,,,,,,,{},{},
survey,surveyNotes,node,"ec,ec-p,ec-hs,ec-hg,ec-d,dd,ss,cd,cd-r,cc,ch",Survey Notes,,2000,,textarea,General Notes,Any further observations or recommendations for this element.,,,false,false,false,false,true,false,3,Additional photos,,,,,,,,
survey,surveyRecommendations,node,"ec,ec-p,ec-hs,ec-hg,ec-d,dd,ss,cd,cd-r,cc,ch",Survey Notes,,2010,,textarea,Improvement Opportunities,Note candidate improvement measures (HNES categories: controls / pumps / insulation / storage / hydraulics).,,,false,false,false,false,true,false,3,,,,,,,,,
survey,safGasDetection,node,"ec,ss",Safety & Compliance,,2100,,passfail,Gas Detection,Is gas detection installed and in test where gas plant is present?,,,false,false,false,false,true,false,1,,,,,,,,,
survey,safEmergencyStop,node,"ec,ss",Safety & Compliance,,2110,,passfail,Emergency Stops,Are emergency stop buttons present and labelled at exits?,,,false,false,false,false,true,false,1,,,,,,,,,
survey,safSafetyValves,node,"ec,ss",Safety & Compliance,,2120,,passfail,Safety Valves,Are safety/relief valves piped to safe discharge and within test date?,,,false,false,false,false,true,false,1,,,,,,,,,
survey,safElectricalCondition,node,"ec,ss",Safety & Compliance,,2130,,passfail,Electrical Installation,Condition of electrical panels and containment (covers on / no exposed conductors).,,,false,false,false,false,true,false,1,Electrical panel,,,,,,,,
survey,safEICR,node,"ec,ss",Safety & Compliance,,2140,,passfail,Electrical Certificate,Is an in-date EICR available for the plant space?,,,false,false,false,false,true,false,1,,,,,,,,,
survey,safGasCert,node,"ec,ss",Safety & Compliance,,2150,,passfail,Gas Safety Certificate,Is an in-date gas safety record available where gas plant is present?,,,false,false,false,false,true,false,1,,,,,,,,,
survey,safSignage,node,"ec,ss",Safety & Compliance,,2160,,passfail,Safety Signage,Is statutory signage in place (hot surfaces / pressurised systems / PPE)?,,,false,false,false,false,true,false,1,,,,,,,,,
survey,calPresent,node,ec,DHW Plant,,2200,,textarea,Calorifiers / Cylinders,Are calorifiers or DHW storage cylinders present? Note count and volumes.,,,false,false,false,false,true,false,1,,,,,,,,,
survey,calTemps,node,ec,DHW Plant,,2210,,number,Storage Temperature,DHW storage temperature observed.,Legionella control expects ≥ 60°C storage.,°C,false,false,false,false,true,false,1,,,,,{{calTemps}}>=60,Below the 60°C storage temperature expected for legionella control.,,,
survey,calLegionella,node,ec,DHW Plant,,2220,,passfail,Legionella Regime,Is a legionella monitoring/flushing regime documented?,,,false,false,false,false,true,false,1,,,,,,,,,
survey,isToilet,bathroom,"ec,cc",Equipment,,2221,,boolean,Toilet fitted,Is there a toilet fitted in the room?,,,true,false,false,false,true,false,1,,,,,,,,,
